KEYWORDS, BEST,GOOD,BAD,EACH WORD ,BETA %%
pxlw,1,0,2,33.333333333333336,1.13
jersey,1,0,3,025.0,-1.0
chemocentryx,1,1,0,100.0,1.87
ccxi,1,1,0,100.0,1.87
merchandising,0,1,2,33.333333333333336,0.37
pacira,0,1,1,050.0,2.13
pcrx,0,1,1,050.0,2.13
appointments,1,2,3,050.0,1.14
kelley,1,1,0,100.0,-3.02
david,1,2,0,100.0,22.16
hastings,1,1,0,100.0,-3.02
vblt,1,1,0,100.0,-3.02
addex,0,1,2,33.333333333333336,1.17
indivior,0,1,2,33.333333333333336,1.17
gabab,0,1,2,33.333333333333336,1.17
pams,0,1,2,33.333333333333336,1.17
addiction,0,1,2,33.333333333333336,1.17
treatments,0,1,4,020.0,0.33
adxn,0,1,2,33.333333333333336,1.17
cytokinetics,0,0,2,000.0,1.71
welding,0,1,7,012.5,0.34
foothold,0,1,3,025.0,1.14
expand,0,2,3,040.0,-1.0
magnegas2,0,1,1,050.0,1.19
prepares,0,0,1,000.0,1.07
vanessa,0,0,1,000.0,1.07
luna,0,0,1,000.0,1.07
sanuwave,0,0,2,000.0,-1.47
snwv,0,0,2,000.0,-1.47
negotiates,0,1,1,050.0,-1.37
crown,0,2,2,050.0,0.16
baus,0,1,1,050.0,-1.37
cbca,0,1,1,050.0,-1.37
openings,0,1,1,050.0,-1.37
emza,0,1,1,050.0,0.54
himax,0,1,1,050.0,0.54
human,0,1,2,33.333333333333336,1.24
visual,0,1,1,050.0,0.54
appliances,0,1,1,050.0,0.54
himx,0,1,1,050.0,0.54
chicago,0,1,3,025.0,0.85
kessler,0,0,3,000.0,1.4
orlean,0,0,2,000.0,1.9
wipfli,0,0,2,000.0,1.9
cvsi,0,0,2,000.0,2.21
cacique,2,0,1,66.66666666666667,7.66
pink,3,0,1,075.0,4.87
gegi,2,0,1,66.66666666666667,7.66
sister,2,0,1,66.66666666666667,7.66
inca,2,0,1,66.66666666666667,7.66
qedn,2,0,1,66.66666666666667,7.66
actua,0,2,1,66.66666666666667,1.91
foliodynamix,0,2,1,66.66666666666667,1.91
acta,0,2,1,66.66666666666667,1.91
trevena,0,1,3,025.0,-0.72
olinvo,0,1,2,33.333333333333336,-0.58
oliceridine,0,1,2,33.333333333333336,-0.58
injection,0,1,2,33.333333333333336,-0.58
trvn,0,1,2,33.333333333333336,-0.58
anthera,0,1,1,050.0,2.74
patrick,0,1,1,050.0,2.74
anth,0,1,1,050.0,2.74
peyto,0,2,1,66.66666666666667,0.75
clementia,1,0,1,050.0,-1.0
cmta,1,0,1,050.0,-1.0
libe,2,0,2,050.0,-87.49
bravatek,1,0,1,050.0,-87.49
bvtk,1,0,1,050.0,-87.49
kind,0,0,3,000.0,0.81
luxturna,0,0,2,000.0,-0.05
voretigene,0,0,2,000.0,-0.05
neparvovec,0,0,2,000.0,-0.05
rzyl,0,0,2,000.0,-0.05
quotemedia,1,2,0,100.0,-2.23
compensation,1,2,0,100.0,-2.23
qmci,1,2,0,100.0,-2.23
uniti,0,1,1,050.0,-1.0
citi,0,2,1,66.66666666666667,0.11
checkpoint,0,0,2,000.0,-1.0
ckpt,0,0,2,000.0,-1.0
sabra,0,0,3,000.0,0.61
facilities,0,0,4,000.0,1.76
leased,0,0,3,000.0,0.61
sbra,0,0,3,000.0,0.61
m207,0,1,1,050.0,-1.0
migraine,0,1,1,050.0,-1.0
orasure,0,1,1,050.0,1.01
glatfelter,0,0,1,000.0,1.01
trustmark,0,0,1,000.0,1.01
seacoast,0,3,0,100.0,0.53
sbcf,0,3,0,100.0,0.53
stack,0,1,0,100.0,-1.0
ownership,0,1,1,050.0,3.28
analytics,0,1,1,050.0,0.75
deluxe,0,1,1,050.0,0.75
northstar,0,1,1,050.0,0.75
europe,0,2,5,28.571428571428573,1.87
aqua,0,0,6,000.0,-1.0
adesto,1,0,1,050.0,-1.0
iots,1,0,1,050.0,-1.0
aaon,0,2,4,33.333333333333336,0.68
reform,0,1,2,33.333333333333336,1.59
dosing,1,0,6,14.285714285714286,1.78
registrational,0,0,3,000.0,4.39
fpa144,0,0,3,000.0,4.39
front,1,0,4,020.0,1.43
gastric,0,0,3,000.0,4.39
nanoco,0,2,0,100.0,1.58
cfqd,0,2,0,100.0,1.58
fine,0,2,1,66.66666666666667,4.42
color,0,2,0,100.0,1.58
film,0,2,0,100.0,1.58
filters,0,1,1,050.0,-0.12
shipped,0,0,1,000.0,0.9
incorporating,0,0,1,000.0,0.9
designs,0,0,1,000.0,0.9
purio,0,0,1,000.0,1.59
puro,0,0,2,000.0,1.59
verizon,0,2,2,050.0,0.7
viveve,0,0,2,000.0,1.04
projects,1,0,2,33.333333333333336,-1.0
anticipated,0,0,3,000.0,1.76
google,0,1,0,100.0,0.89
keynote,0,1,0,100.0,0.89
39th,0,1,0,100.0,0.89
intix,0,1,0,100.0,0.89
exhibition,0,1,0,100.0,0.89
aeis,0,0,1,000.0,1.1
ideation,0,2,0,100.0,0.81
organizations,0,3,0,100.0,2.04
manage,0,2,0,100.0,0.81
collective,0,3,1,075.0,0.81
avenue,1,0,0,100.0,-1.0
intravenous,1,0,0,100.0,-1.0
tramadol,1,0,0,100.0,-1.0
postoperative,1,0,0,100.0,-1.0
atxi,1,0,0,100.0,-1.0
psivida,0,1,1,050.0,-1.59
eypt,0,1,1,050.0,-1.59
commitments,0,1,0,100.0,1.87
schedule,2,1,1,075.0,1.05
nightfood,0,1,2,33.333333333333336,-1.0
ngtf,0,2,4,33.333333333333336,-1.0
doubles,0,0,2,000.0,0.34
previous,0,0,1,000.0,-1.0
neurometrix,0,0,1,000.0,-0.27
nuro,0,0,1,000.0,-0.27
prothena,0,0,1,000.0,2.93
prta,0,0,1,000.0,2.93
concerning,0,1,0,100.0,1.59
cavium,0,1,0,100.0,1.59
marvell,0,1,0,100.0,1.59
cavm,0,1,0,100.0,1.59
college,1,0,0,100.0,0.64
osteopathic,1,0,0,100.0,0.64
clearwater,1,1,0,100.0,1.66
site,1,0,0,100.0,0.64
civi,0,0,1,000.0,0.29
shalom,0,0,1,000.0,0.29
jacobovitz,0,0,1,000.0,0.29
insmed,0,0,2,000.0,2.42
alis,0,0,1,000.0,-1.0
amikacin,0,0,1,000.0,-1.0
liposome,0,0,1,000.0,-1.0
inhalation,0,0,1,000.0,-1.0
caused,0,0,1,000.0,-1.0
preparations,0,0,1,000.0,-1.0
insm,0,0,2,000.0,2.42
scor,1,0,0,100.0,1.43
mutr,1,0,0,100.0,1.43
staffing,0,0,1,000.0,0.76
reverse,0,0,2,000.0,1.04
staf,0,0,1,000.0,0.76
chimerix,0,2,0,100.0,2.06
cmrx,0,1,0,100.0,2.06
teligent,1,1,0,100.0,1.08
tlgt,1,1,0,100.0,1.08
lrcx,0,0,1,000.0,1.72
dova,0,0,2,000.0,-1.0
momenta,0,2,1,66.66666666666667,1.63
mylan,0,1,0,100.0,1.77
m710,0,1,0,100.0,1.77
biosimilar,0,1,0,100.0,1.77
eylea,0,1,0,100.0,1.77
aflibercept,0,1,0,100.0,1.77
willbros,0,1,0,100.0,3.92
tank,0,1,0,100.0,3.92
ships,2,0,2,050.0,0.97
vessels,0,0,1,000.0,0.97
tops,2,0,2,050.0,0.97
gainey,0,1,1,050.0,-0.13
mckenna,0,1,1,050.0,-0.13
egleston,0,1,1,050.0,-0.13
capitala,0,0,1,000.0,-1.0
cpta,0,0,1,000.0,-1.0
pioe,0,1,0,100.0,1.35
skyline,0,0,3,000.0,0.28
streamway,0,0,1,000.0,0.28
aipt,1,0,3,025.0,0.75
transformation,1,1,0,100.0,1.02
ekso,0,2,4,33.333333333333336,-0.13
bionics,0,1,2,33.333333333333336,-0.13
resolute,0,1,0,100.0,4.71
goldman,0,1,0,100.0,4.71
sachs,0,1,0,100.0,4.71
robert,0,0,1,000.0,3.11
perez,0,0,1,000.0,3.11
franklin,0,2,2,050.0,-1.0
groundwater,0,1,0,100.0,1.48
fele,0,1,0,100.0,1.48
vasco,0,0,1,000.0,1.85
ospn,0,0,1,000.0,1.85
vitamin,1,0,0,100.0,0.35
shoppe,1,0,0,100.0,0.35
entegris,1,0,0,100.0,0.35
arcbest,1,0,0,100.0,0.35
strayer,1,0,0,100.0,0.35
relates,0,0,1,000.0,0.2
restoration,0,0,1,000.0,-1.0
robotics,0,0,1,000.0,-1.0
chris,0,0,1,000.0,-1.0
aronson,0,0,1,000.0,-1.0
hair,0,0,1,000.0,-1.0
wayne,0,0,1,000.0,-1.0
deveydt,0,0,1,000.0,-1.0
sgry,0,0,1,000.0,-1.0
sessions,0,1,2,33.333333333333336,-2.39
obsession,0,1,0,100.0,3.44
does,0,1,0,100.0,3.44
include,0,1,0,100.0,3.44
definitely,0,1,0,100.0,3.44
kenaf,0,1,0,100.0,3.44
pernix,0,0,1,000.0,0.72
reorganization,0,0,1,000.0,0.72
zohydro,0,0,1,000.0,0.72
beadtek,0,0,1,000.0,0.72
silenor,0,0,1,000.0,0.72
zafgen,0,1,0,100.0,-1.85
zfgn,0,1,0,100.0,-1.85
tmus,0,1,0,100.0,0.11
shiloh,0,0,1,000.0,1.58
shlo,0,0,1,000.0,1.58
nippon,0,0,1,000.0,0.18
printing,0,0,1,000.0,0.18
kindred,0,0,1,000.0,1.85
interface,0,0,1,000.0,1.85
apogee,0,0,1,000.0,1.85
sonic,0,0,1,000.0,1.85
xencor,0,0,1,000.0,1.85
osur,0,1,0,100.0,1.01
controlling,0,1,0,100.0,-1.0
schoeller,0,2,0,100.0,-1.0
allibert,0,1,0,100.0,-1.0
highwoods,0,1,0,100.0,2.06
hubspot,0,1,0,100.0,2.06
biglari,0,1,0,100.0,2.06
idexx,0,1,0,100.0,2.06
laboratories,0,1,0,100.0,2.06
argan,0,1,0,100.0,2.06
dentsply,0,1,1,050.0,1.41
sirona,0,1,1,050.0,1.41
xray,0,1,1,050.0,1.41
esio,0,0,1,000.0,0.82
ingredion,0,0,1,000.0,0.46
prestige,0,0,1,000.0,0.46
exone,0,0,1,000.0,0.46
inseego,0,0,1,000.0,0.46
cato,0,0,1,000.0,0.46
augmented,0,0,1,000.0,0.85
reality,0,0,1,000.0,0.85
mechanism,0,1,0,100.0,1.77
m281,0,1,0,100.0,1.77
fcrn,0,1,0,100.0,1.77
monoclonal,0,1,0,100.0,1.77
volunteers,0,1,0,100.0,1.77
mako,0,0,1,000.0,1.12
telus,0,0,2,000.0,0.84
alarmforce,0,0,2,000.0,0.84
alberta,0,0,1,000.0,0.84
saskatchewan,0,0,1,000.0,0.84
supports,0,0,1,000.0,0.84
connect,0,1,2,33.333333333333336,0.9
gigabit,0,0,1,000.0,0.84
enabled,0,0,2,000.0,-0.28
purefibre,0,0,1,000.0,0.84
optic,0,0,1,000.0,0.84
whey,0,1,0,100.0,0.8
protein,0,1,0,100.0,0.8
axovant,0,2,1,66.66666666666667,-0.4
axon,0,2,1,66.66666666666667,-0.4
senator,0,0,1,000.0,0.88
patterson,0,0,1,000.0,0.88
northeast,0,0,1,000.0,0.88
uranium,0,0,1,000.0,0.88
radius,0,1,0,100.0,0.93
rdus,0,1,0,100.0,0.93
reserves,0,1,1,050.0,-0.46
lien,0,0,1,000.0,3.28
lgcy,0,0,1,000.0,3.28
odfjell,1,0,0,100.0,0.72
pleased,1,0,0,100.0,0.72
harald,1,0,0,100.0,0.72
fotland,1,0,0,100.0,0.72
midwest,0,1,0,100.0,1.1
fmbi,0,1,0,100.0,1.1
epam,0,0,2,000.0,1.41
here,0,0,1,000.0,1.41
tracking,0,0,2,000.0,1.24
xchange,0,0,1,000.0,0.45
bronstein,1,0,0,100.0,0.13
gewirtz,1,0,0,100.0,0.13
grossman,1,0,0,100.0,0.13
smartmetric,2,0,0,100.0,2.29
protec,1,0,0,100.0,2.29
smme,1,0,0,100.0,2.29
cinedigm,0,0,1,000.0,0.35
streaming,0,0,1,000.0,0.35
channels,0,0,1,000.0,0.35
vewd,0,0,1,000.0,0.35
cidm,0,0,1,000.0,0.35
slrc,0,1,0,100.0,0.7
boehringer,1,1,0,100.0,0.31
ingelheim,1,1,0,100.0,0.31
predictive,0,0,3,000.0,0.42
flagshiphealth,0,0,2,000.0,-3.59
pred,0,0,2,000.0,-3.59
helomics,0,0,2,000.0,0.28
marc,0,0,1,000.0,0.28
malandro,0,0,1,000.0,0.28
guard,1,0,0,100.0,2.93
grdo,2,0,0,100.0,2.93
tellurian,0,2,0,100.0,1.56
acuity,0,2,0,100.0,1.37
amtrust,0,1,0,100.0,0.76
committee,0,3,0,100.0,-0.15
stone,0,1,0,100.0,0.76
karfunkel,0,1,0,100.0,0.76
afsi,0,1,0,100.0,0.76
singlepoint,0,1,1,050.0,2.39
sharktank,0,1,1,050.0,2.39
original,0,1,1,050.0,2.39
harrington,0,1,1,050.0,2.39
sing,0,1,1,050.0,2.39
neighborhood,0,1,1,050.0,0.92
atlanta,0,1,1,050.0,0.92
academic,0,1,0,100.0,-0.47
diagnostic,0,1,0,100.0,-0.47
accuracy,0,1,0,100.0,-0.47
encouraging,0,2,0,100.0,4.79
tests,0,2,0,100.0,4.79
trait,0,2,0,100.0,4.79
c3003,0,2,0,100.0,4.79
camelina,0,2,0,100.0,4.79
canola,0,2,0,100.0,4.79
prominent,1,0,1,050.0,-0.47
bull,0,0,1,000.0,3.44
monster,0,1,1,050.0,0.85
mnst,0,1,1,050.0,0.85
hella,0,1,0,100.0,0.73
netgear,0,3,1,075.0,2.0
sponsorship,0,2,0,100.0,2.0
overwatch,0,2,0,100.0,2.0
league,0,2,0,100.0,2.0
seoul,0,2,0,100.0,2.0
dynasty,0,2,0,100.0,2.0
ntgr,0,2,0,100.0,2.0
heartland,0,1,1,050.0,0.75
htlf,0,1,1,050.0,0.75
retailers,0,0,1,000.0,1.0
advantages,0,0,1,000.0,1.0
chain,0,0,2,000.0,-0.28
sourcing,0,0,1,000.0,1.0
nexstim,1,2,0,100.0,1.02
enrols,0,2,0,100.0,1.13
supplementary,0,2,0,100.0,1.13
freedom,0,0,1,000.0,1.86
leaf,0,0,2,000.0,-1.99
spanish,0,0,1,000.0,1.86
producer,0,0,1,000.0,1.86
frlf,0,0,2,000.0,1.86
cohesity,0,2,0,100.0,0.2
optium,0,0,1,000.0,-1.0
developing,0,1,2,33.333333333333336,1.76
exchanges,0,0,1,000.0,-1.0
hacking,0,0,1,000.0,-1.0
theft,0,0,1,000.0,-1.0
ocsy,0,0,1,000.0,-1.0
enservco,0,0,2,000.0,2.63
ensv,0,0,2,000.0,2.63
lexington,0,1,1,050.0,1.04
activity,0,3,2,060.0,2.13
encana,0,2,0,100.0,2.81
delivers,0,2,0,100.0,2.81
finish,0,2,0,100.0,2.81
execution,0,2,0,100.0,2.81
self,0,2,0,100.0,2.81
recommends,0,2,0,100.0,-0.15
discontinuation,0,2,0,100.0,-0.15
trend,0,1,1,050.0,1.17
east,0,1,2,33.333333333333336,0.12
ttd059,0,1,1,050.0,1.17
infinity,0,2,0,100.0,-1.0
stemline,0,2,0,100.0,4.21
berkley,0,2,0,100.0,4.21
mack,0,2,1,66.66666666666667,0.29
cali,0,2,0,100.0,4.21
abuse,1,1,0,100.0,1.63
crew,0,1,1,050.0,1.04
intepirdine,0,1,1,050.0,-0.4
headway,0,1,1,050.0,-0.4
gait,0,1,1,050.0,-0.4
seen,0,1,1,050.0,-0.4
nelotanserin,0,1,1,050.0,-0.4
sprouts,0,2,0,100.0,0.39
instacart,0,2,0,100.0,0.39
blocksafe,0,0,1,000.0,4.88
clears,0,0,2,000.0,0.33
pluristem,0,0,2,000.0,0.33
initiate,1,0,2,33.333333333333336,1.6
limb,0,0,2,000.0,0.33
ischemia,0,0,2,000.0,0.33
outside,0,0,2,000.0,0.33
ongoing,0,1,2,33.333333333333336,0.33
psti,0,0,2,000.0,0.33
janaf,0,1,1,050.0,1.32
yard,0,1,1,050.0,1.32
norfolk,0,1,1,050.0,1.32
vystar,0,0,1,000.0,-4.59
vyst,0,0,1,000.0,-4.59
break,0,0,1,000.0,-26.81
manitou,0,2,0,100.0,2.05
kenwest,0,2,0,100.0,2.05
doctors,0,0,2,000.0,0.35
sammons,0,1,1,050.0,0.52
163mw,0,1,1,050.0,0.52
wind,0,1,1,050.0,0.52
apex,0,1,1,050.0,0.52
simply,0,0,1,000.0,-1.0
smpl,0,0,1,000.0,-1.0
composites,0,1,1,050.0,-1.0
revlon,0,1,1,050.0,-1.0
teletech,0,1,1,050.0,-1.0
regis,0,1,1,050.0,-1.0
nicotine,0,0,1,000.0,2.3
productions,0,1,2,33.333333333333336,0.83
affair,0,1,1,050.0,0.83
luxury,0,1,2,33.333333333333336,0.83
lounge,0,1,2,33.333333333333336,0.83
blue,0,1,1,050.0,0.83
honor,0,1,2,33.333333333333336,0.83
75th,0,1,1,050.0,0.83
globe,0,1,1,050.0,0.83
proceed,1,1,0,100.0,0.97
ata188,0,1,0,100.0,1.04
relapsing,0,1,0,100.0,1.04
remitting,0,1,0,100.0,1.04
merit,0,2,1,66.66666666666667,0.6
alexandria,0,1,1,050.0,1.06
equities,0,1,1,050.0,1.06
cytosorbents,0,1,1,050.0,1.06
stepan,0,1,1,050.0,1.06
delcath,0,1,1,050.0,-0.65
published,0,1,2,33.333333333333336,1.48
dcthd,0,1,1,050.0,-0.65
found,0,1,1,050.0,-0.44
immuno,0,1,2,33.333333333333336,1.44
frontiers,0,1,1,050.0,-0.44
grandevo,0,0,1,000.0,0.07
bioinsecticide,0,0,1,000.0,0.07
canaccord,0,2,0,100.0,-0.28
genuity,0,2,0,100.0,-0.28
gravitas,0,2,0,100.0,-0.28
gaur,0,2,0,100.0,0.24
confirmation,0,1,0,100.0,0.43
cbmj,0,0,4,000.0,-2.39
shines,0,0,2,000.0,-2.39
winner,0,0,2,000.0,-2.39
reversal,0,0,2,000.0,-2.39
deemed,0,0,2,000.0,-2.39
federally,0,0,2,000.0,-2.39
directive,0,0,2,000.0,-2.39
ziopharm,0,2,0,100.0,1.24
standout,0,2,0,100.0,1.24
ziop,0,2,0,100.0,1.24
vapes,0,0,2,000.0,1.05
apache,0,1,3,025.0,1.9
tsakos,0,1,0,100.0,1.45
leaseback,0,1,0,100.0,1.45
suezmax,0,1,0,100.0,1.45
parker,0,1,1,050.0,1.27
establish,0,1,1,050.0,1.27
combinations,0,1,1,050.0,1.27
surges,0,0,1,000.0,1.11
mercom,0,0,1,000.0,1.11
coll,0,1,0,100.0,-1.0
creates,0,1,1,050.0,-1.0
munchies,0,1,1,050.0,-1.0
accelerator,0,1,1,050.0,-1.0
infusion,0,1,1,050.0,-1.0
primoris,0,0,4,000.0,0.84
heavy,0,0,2,000.0,1.23
civil,0,0,2,000.0,1.23
prim,0,1,3,025.0,0.84
intuitive,0,1,0,100.0,0.87
isrg,0,1,0,100.0,0.87
farms,0,0,1,000.0,-1.99
debenture,0,1,0,100.0,-0.28
claritas,0,0,1,000.0,0.48
geoscape,0,0,1,000.0,0.48
multicultural,0,0,1,000.0,0.48
clarmin,0,0,1,000.0,1.35
explorations,0,0,1,000.0,1.35
1482,0,0,1,000.0,-1.0
palmiere,0,0,1,000.0,0.88
satori,0,0,1,000.0,0.88
roofing,0,1,0,100.0,22.16
savarese,0,1,0,100.0,22.16
sirc,0,1,0,100.0,22.16
cyclacel,0,0,1,000.0,4.62
reviews,0,0,1,000.0,4.62
achievements,0,0,1,000.0,4.62
objectives,0,0,1,000.0,4.62
cycc,0,0,1,000.0,4.62
verify,0,0,1,000.0,0.49
improves,0,0,1,000.0,0.49
nocks,0,0,1,000.0,0.49
boarding,0,0,1,000.0,0.49
oncolytics,0,0,1,000.0,1.83
abstract,0,1,1,050.0,-0.08
poster,0,0,1,000.0,1.83
gastrointestinal,0,0,1,000.0,1.83
sponsored,0,0,1,000.0,1.83
asco,0,0,1,000.0,1.83
relapsed,0,0,1,000.0,1.83
adenocarcinoma,0,0,1,000.0,1.83
pancreas,0,0,1,000.0,1.83
cutera,0,0,1,000.0,0.21
matrix,0,0,1,000.0,0.21
materion,0,0,1,000.0,0.21
sight,0,0,1,000.0,0.21
syndax,0,0,1,000.0,0.21
profiling,0,0,1,000.0,1.44
midland,0,0,1,000.0,0.12
soquem,0,0,1,000.0,0.12
discover,0,0,1,000.0,0.12
syenite,0,0,1,000.0,0.12
vortex,0,0,1,000.0,0.12
detour,0,0,1,000.0,0.12
topaz,0,0,1,000.0,1.4
meltzer,0,0,1,000.0,1.4
check,0,1,1,050.0,2.04
acor,0,0,1,000.0,1.4
unitedcorp,0,0,1,000.0,2.2
ferrellgas,0,1,1,050.0,0.46
bridger,0,1,0,100.0,0.35
edinburgh,0,1,0,100.0,1.59
genocea,0,0,1,000.0,1.98
gnca,0,0,1,000.0,1.98
hudbay,0,1,0,100.0,4.48
bargaining,0,1,0,100.0,4.48
manitoba,0,1,0,100.0,4.48
cargurus,0,1,0,100.0,-1.0
carg,0,1,0,100.0,-1.0
quebec,0,1,0,100.0,0.81
rencontres,0,1,0,100.0,0.81
globalia,0,1,0,100.0,0.81
torchlight,0,0,1,000.0,1.18
depth,0,0,2,000.0,1.92
orogrande,0,0,1,000.0,1.18
moves,0,0,2,000.0,-1.0
horizontal,0,0,1,000.0,1.18
section,2,0,1,66.66666666666667,-1.0
verint,0,0,1,000.0,1.63
iberiabank,0,0,1,000.0,1.63
sterling,0,0,2,000.0,1.34
wednesday,0,0,1,000.0,1.02
wday,0,1,0,100.0,2.14
skyfidelity,0,1,0,100.0,-2.35
srmx,0,1,0,100.0,-2.35
scholarchip,0,0,1,000.0,-1.0
commits,0,0,1,000.0,-1.0
privacy,0,0,2,000.0,-1.0
xoma,0,1,0,100.0,2.69
transmontaigne,0,1,0,100.0,2.69
triumph,0,1,0,100.0,2.69
virtus,0,1,0,100.0,2.69
baltimore,0,0,2,000.0,1.04
chamber,0,0,1,000.0,1.04
procurement,0,0,1,000.0,1.04
vendor,0,0,1,000.0,1.04
fair,0,0,1,000.0,1.04
phibro,0,1,0,100.0,2.49
tactile,0,1,0,100.0,2.49
radisys,0,1,0,100.0,2.49
proto,0,1,0,100.0,2.49
weingarten,0,1,0,100.0,2.49
tsco,0,1,0,100.0,1.09
modernize,0,1,0,100.0,2.87
cyberspace,0,1,0,100.0,2.87
ideal,0,0,2,000.0,1.64
kilowatt,0,0,1,000.0,1.64
stabiliti,0,0,1,000.0,1.64
ipwr,0,0,1,000.0,1.64
ground,0,0,1,000.0,1.62
breaking,0,0,1,000.0,1.62
features,0,0,1,000.0,1.62
diabetic,1,0,0,100.0,2.96
retinopathy,1,0,0,100.0,2.96
2024,1,0,1,050.0,1.63
ultraviolet,0,1,0,100.0,-0.12
fluorescence,0,1,0,100.0,-0.12
biomedical,1,1,2,050.0,-1.0
iivi,0,1,0,100.0,-0.12
accellion,0,1,0,100.0,2.04
sensitive,0,1,0,100.0,2.04
space,0,1,0,100.0,-1.0
mcig,0,2,0,100.0,-2.47
obitx,0,1,0,100.0,-2.47
vaccines,0,0,1,000.0,2.13
1901,0,0,1,000.0,2.13
vbiv,0,0,1,000.0,2.13
surge,0,0,1,000.0,-1.0
surg,0,0,1,000.0,-1.0
blind,0,0,1,000.0,-1.0
dining,0,0,1,000.0,-1.0
dark,0,0,1,000.0,-1.0
gala,0,0,1,000.0,-1.0
unprecedented,1,0,0,100.0,1.6
medicaid,1,0,0,100.0,1.6
disparate,1,0,0,100.0,1.6
stakeholders,1,0,0,100.0,1.6
biggest,1,0,0,100.0,1.6
challenges,1,0,0,100.0,1.6
amex,1,0,0,100.0,0.6
meter,1,0,0,100.0,0.6
perron,1,0,0,100.0,0.6
achronix,0,0,1,000.0,1.68
16nm,0,0,1,000.0,1.68
finfet,0,0,1,000.0,1.68
speedcore,0,0,1,000.0,1.68
regasification,0,0,1,000.0,1.59
barge,0,0,1,000.0,1.59
listeners,0,0,1,000.0,-2.89
sketches,0,0,1,000.0,-2.89
outline,0,0,1,000.0,-2.89
penetration,0,0,1,000.0,-2.89
biei,1,0,1,050.0,-2.89
maxlinear,0,0,1,000.0,0.72
mbfi,1,0,0,100.0,0.58
large,0,0,2,000.0,1.14
stanley,0,0,1,000.0,0.56
furniture,0,0,1,000.0,0.56
loss,0,0,1,000.0,0.56
substantially,0,0,1,000.0,0.56
stly,0,0,1,000.0,0.56
obalon,0,0,1,000.0,-1.0
obln,0,0,1,000.0,-1.0
urges,0,1,0,100.0,1.43
explore,0,1,0,100.0,1.43
opportunities,0,1,0,100.0,1.43
crypto,1,1,3,040.0,1.33
triloma,0,2,0,100.0,1.21
invest,0,2,0,100.0,1.21
compression,0,2,1,66.66666666666667,3.68
daniel,0,0,1,000.0,1.92
lawless,0,0,1,000.0,1.92
energous,0,2,2,050.0,1.66
wattup,0,0,2,000.0,1.2
nexoptic,0,0,1,000.0,1.09
telephoto,0,0,1,000.0,1.09
lens,0,0,1,000.0,1.09
parts,0,0,1,000.0,1.09
keyw,0,2,2,050.0,1.02
noble,0,1,1,050.0,1.02
fourteenth,0,1,1,050.0,1.02
windstream,0,0,1,000.0,-0.18
delivering,0,0,1,000.0,-0.18
terabyte,0,0,1,000.0,-0.18
ohio,0,0,1,000.0,-0.18
28th,0,1,2,33.333333333333336,5.06
ktwo,0,1,0,100.0,1.65
ngmc,0,1,1,050.0,1.31
thirds,1,0,0,100.0,1.0
expect,1,0,0,100.0,1.0
fertility,1,1,0,100.0,1.0
benefits,1,0,0,100.0,1.0
cutanogen,1,0,1,050.0,-0.34
pigmented,1,0,1,050.0,-0.34
modified,1,0,1,050.0,-0.34
jack,1,0,1,050.0,-1.0
interblock,1,0,1,050.0,-1.0
shareholding,0,1,1,050.0,0.99
ross,0,1,1,050.0,0.99
aberdeen,0,1,1,050.0,0.99
coln,0,1,1,050.0,0.99
valley,0,1,1,050.0,0.99
smokery,0,1,1,050.0,0.99
tallinn,0,1,1,050.0,0.99
prf1t,0,1,1,050.0,0.99
ointment,2,0,0,100.0,1.08
neil,0,1,0,100.0,0.83
thomas,0,1,0,100.0,0.83
trojan,0,1,0,100.0,0.83
battery,0,1,0,100.0,0.83
succeeding,0,1,0,100.0,0.83
retiring,0,1,0,100.0,0.83
jeff,0,1,0,100.0,0.83
elder,0,1,0,100.0,0.83
madison,0,0,2,000.0,0.89
garden,0,0,2,000.0,0.89
parkwhiz,0,0,2,000.0,0.89
sidetrade,0,0,2,000.0,0.9
aimie,0,0,1,000.0,0.9
nohla,1,0,0,100.0,1.43
nla101,1,0,0,100.0,1.43
hematopoietic,1,0,0,100.0,1.43
transplantation,1,0,0,100.0,1.43
propelled,0,0,1,000.0,9.52
wholly,0,0,1,000.0,9.52
owned,0,0,1,000.0,9.52
subsidiaries,0,0,1,000.0,9.52
uahc,0,0,1,000.0,9.52
chapman,0,1,0,100.0,-0.46
evaluated,0,1,0,100.0,-0.46
barrels,0,1,0,100.0,-0.46
sudan,0,1,0,100.0,-0.46
wuhan,1,0,0,100.0,4.87
wuhn,2,0,0,100.0,4.87
willis,0,1,0,100.0,1.0
towers,0,1,0,100.0,1.0
watson,0,1,0,100.0,1.0
every,0,1,0,100.0,1.0
philippe,0,0,2,000.0,0.83
chow,0,0,1,000.0,0.83
60th,0,0,1,000.0,0.83
grammy,0,0,1,000.0,0.83
cystic,0,0,1,000.0,2.21
fibrosis,0,0,1,000.0,2.21
lenabasum,0,0,1,000.0,2.21
scotts,0,0,1,000.0,2.21
miracle,0,0,1,000.0,2.21
heska,0,0,1,000.0,2.21
calyxt,0,0,1,000.0,2.21
urstadt,0,0,1,000.0,2.21
biddle,0,0,1,000.0,2.21
3196,0,1,0,100.0,-0.08
plenary,0,1,0,100.0,-0.08
liver,0,1,0,100.0,-0.08
congress,0,2,1,66.66666666666667,1.57
plastic,0,0,1,000.0,0.24
caps,0,0,1,000.0,0.24
